,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Region II,Batanes,Batanes,Province,1.85,2.80,4.65,0.09,0.39,5.13,0.22,10.00,0.00,3.48,13.70,18.83,391.60,0.00,0.00,0.00,391.60,410.43,164.75,1.48,30.48,0.00,0.00,16.81,48.77,61.04,0.00,274.56,135.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,5.33,9.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,9.00,132.19,743.83,876.02,14.46,80.43,781.12
,Region II,Cagayan,Cagayan,Province,26.70,38.15,64.85,13.17,5.63,83.66,2.28,12.92,10.23,5.99,31.41,115.07,"2,097.92",2.81,0.00,0.00,"2,100.73","2,215.80",428.92,24.78,216.23,0.00,0.00,45.63,286.64,112.08,0.00,827.65,"1,388.15",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.41,0.00,0.00,12.41,0.00,0.00,0.00,5.02,17.43,"1,370.72","6,073.06","7,443.78","1,372.02",246.71,"5,825.05"
,Region II,Isabela,Isabela,Province,59.42,84.95,144.37,9.80,15.17,169.34,2.28,295.03,0.00,0.23,297.54,466.88,"2,592.29",0.00,0.00,0.00,"2,592.29","3,059.18",638.28,72.29,275.12,2.97,0.00,388.53,738.91,87.04,53.19,"1,517.41","1,541.76",0.00,0.00,0.00,0.00,89.97,0.00,89.97,35.62,125.59,3.57,0.00,0.00,3.57,13.63,0.00,13.63,0.00,17.20,"1,650.15","5,941.78","7,591.93",869.84,495.00,"6,227.09"
,Region II,Nueva Vizcaya,Nueva Vizcaya,Province,27.57,39.37,66.94,6.11,5.56,78.62,14.31,169.66,0.00,0.29,184.26,262.88,"1,107.53",106.11,0.00,0.00,"1,213.64","1,476.52",248.12,26.68,266.98,0.00,0.00,167.75,461.41,138.84,16.75,865.12,611.40,0.00,0.00,0.00,0.00,121.74,0.00,121.74,0.00,121.74,34.50,0.00,0.00,34.50,36.83,0.00,36.83,0.00,71.33,661.81,"1,154.43","1,816.23",2.08,99.55,"1,714.60"
,Region II,Quirino,Quirino,Province,6.08,8.79,14.87,2.57,0.81,18.26,0.87,125.95,23.76,0.06,150.64,168.90,819.98,0.00,3.39,0.00,823.37,992.26,169.48,11.63,154.19,1.29,0.00,50.26,217.37,55.83,4.93,447.61,544.65,0.00,0.00,0.00,0.00,28.07,0.00,28.07,8.76,36.83,3.00,0.00,0.00,3.00,26.10,0.00,26.10,0.00,29.10,552.38,"1,869.96","2,422.33",175.12,10.47,"2,236.74"
,Region III,Aurora,Aurora,Province,12.99,18.56,31.54,6.46,3.09,41.10,1.19,66.12,0.00,0.20,67.51,108.60,811.40,0.00,0.00,0.00,811.40,920.00,210.50,26.37,182.34,12.34,0.00,54.86,275.91,81.99,13.49,581.89,338.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.77,17.77,55.93,0.00,0.00,55.93,7.43,0.00,7.43,1.85,65.21,290.67,686.93,977.60,125.68,361.63,490.29
,Region III,Bataan,Bataan,Province,422.89,604.13,"1,027.03",22.32,128.13,"1,177.47",2.18,149.65,0.00,1.53,153.36,"1,330.83","1,082.53",17.05,0.00,13.24,"1,112.82","2,443.66",551.14,190.69,123.05,4.60,3.17,91.75,413.25,73.14,59.09,"1,096.62","1,347.04",0.00,0.00,0.00,0.00,46.22,0.00,46.22,0.00,46.22,47.93,0.00,0.00,47.93,216.87,0.00,216.87,0.00,264.80,"1,128.46",740.61,"1,869.07",444.92,215.35,"1,208.80"
,Region III,Bulacan,Bulacan,Province,425.40,604.59,"1,029.98",124.06,92.61,"1,246.66",69.62,420.43,0.00,8.22,498.26,"1,744.92","3,213.93",8.99,0.00,0.00,"3,222.92","4,967.83","1,110.80",121.64,"1,084.40",7.16,0.00,65.27,"1,278.48",114.61,20.58,"2,524.47","2,443.36",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,303.33,0.00,0.00,303.33,79.07,0.00,79.07,322.49,704.89,"1,738.47","1,977.76","3,716.24",534.08,0.00,"3,182.15"
,Region III,Nueva Ecija,Nueva Ecija,Province,139.67,196.85,336.52,1.41,277.54,615.47,7.91,65.47,0.00,4.59,77.97,693.44,"2,504.67",73.51,0.00,0.00,"2,578.18","3,271.62",526.17,36.71,240.30,2.90,0.00,"1,050.69","1,330.61",96.83,31.26,"1,984.86","1,286.76",0.00,0.00,0.00,0.00,790.98,0.00,790.98,0.00,790.98,"1,141.88",0.00,0.00,"1,141.88",171.80,0.00,171.80,0.00,"1,313.68",764.06,"3,347.87","4,111.93","1,183.10",81.76,"2,847.07"
,Region III,Pampanga,Pampanga,Province,141.23,201.75,342.98,309.47,67.26,719.70,49.89,3.90,549.84,65.21,668.84,"1,388.54","2,249.93",0.62,0.00,0.00,"2,250.54","3,639.08",588.79,18.81,107.39,0.00,0.00,335.50,461.71,571.39,0.00,"1,621.89","2,017.19",0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.71,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.71,"2,016.82","10,487.60","12,504.41","1,186.78",0.00,"11,317.64"
,Region III,Tarlac,Tarlac,Province,120.05,171.69,291.74,12.55,24.67,328.97,31.96,69.04,0.00,1.39,102.39,431.36,"1,663.22",0.40,3.53,0.00,"1,667.16","2,098.52",657.97,55.20,274.22,29.89,40.67,127.59,527.56,113.78,15.71,"1,315.02",783.49,0.02,0.00,0.91,0.94,0.00,0.00,0.00,33.77,34.71,73.39,0.00,0.00,73.39,68.53,0.00,68.53,0.00,141.93,676.27,"1,824.93","2,501.20",392.92,15.38,"2,092.90"
,Region III,Zambales,Zambales,Province,82.89,158.45,241.35,50.26,81.58,373.19,43.90,21.71,0.00,48.40,114.01,487.20,"1,136.67",10.70,116.99,0.00,"1,264.36","1,751.55",354.68,57.19,207.09,0.09,0.00,1.85,266.21,82.46,20.73,724.08,"1,027.47",0.00,0.00,0.00,0.00,379.16,0.00,379.16,169.82,548.98,90.81,0.00,0.00,90.81,22.25,0.00,22.25,884.83,997.89,578.56,633.75,"1,212.31",204.82,319.86,687.64
,Region IV-A,Batangas,Batangas,Province,250.95,325.10,576.05,20.55,80.81,677.42,0.81,58.41,0.00,56.37,115.59,793.00,"2,683.93",8.27,0.00,0.00,"2,692.20","3,485.21",819.54,34.28,384.02,0.00,67.87,176.31,662.47,182.57,62.94,"1,727.53","1,757.68",0.00,0.00,0.00,0.00,941.04,0.00,941.04,5.33,946.37,85.80,0.00,0.00,85.80,169.11,0.00,169.11,0.00,254.92,"2,449.13","6,845.39","9,294.53",253.54,689.24,"8,351.75"
,Region IV-A,Cavite,Cavite,Province,276.22,324.35,600.57,104.77,114.14,819.47,3.94,175.13,0.00,2.62,181.69,"1,001.16","3,544.69",0.00,0.00,0.00,"3,544.69","4,545.86",629.28,37.41,448.43,0.00,0.00,235.79,721.63,114.89,41.86,"1,507.66","3,038.19",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.66,0.00,0.00,124.66,47.68,0.00,47.68,0.00,172.33,"2,865.86","12,477.47","15,343.33","1,051.76",988.49,"13,303.07"
,Region IV-A,Laguna,Laguna,Province,84.80,109.44,194.24,33.52,23.22,250.98,3.46,218.98,46.24,10.98,279.66,530.64,"2,897.79",14.57,0.00,1.00,"2,913.37","3,444.00",732.42,40.77,882.88,5.42,4.28,526.16,"1,459.52",107.27,14.18,"2,313.39","1,130.62",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,442.74,0.00,0.00,442.74,66.65,0.00,66.65,0.00,509.40,621.22,"4,719.33","5,340.55",41.78,39.17,"5,259.60"
,Region IV-A,Quezon,Quezon,Province,158.32,226.03,384.34,2.85,16.36,403.56,14.12,136.79,156.35,69.78,377.04,780.60,"2,535.15",0.00,0.00,0.00,"2,535.15","3,315.75",355.09,32.80,474.27,10.39,0.00,271.01,788.47,310.97,42.57,"1,497.10","1,818.65",0.00,0.00,0.00,0.00,31.01,0.00,31.01,0.00,31.01,63.34,0.00,0.00,63.34,119.02,0.00,119.02,0.00,182.36,"1,667.31","5,600.86","7,268.17","1,272.79",246.31,"5,749.07"
,Region IV-A,Rizal,Rizal,Province,219.04,312.90,531.94,95.76,57.77,685.47,0.01,379.42,0.00,141.95,521.37,"1,206.84","2,802.08",0.64,0.00,0.00,"2,802.71","4,009.55",512.36,38.85,414.81,0.00,8.70,49.49,511.85,75.80,0.00,"1,100.01","2,909.55",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219.95,0.00,0.00,219.95,0.00,0.00,0.00,0.00,219.95,"2,689.60","17,170.06","19,859.66",0.00,0.00,"19,859.66"
,MIMAROPA Region,Marinduque,Marinduque,Province,8.31,11.91,20.22,2.38,0.98,23.58,0.27,6.98,16.36,1.13,24.74,48.31,613.25,0.88,148.04,0.17,762.33,810.64,133.74,7.46,92.66,0.00,0.00,27.98,128.09,47.95,1.04,310.83,499.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,34.58,0.00,0.00,34.58,47.00,0.00,47.00,242.54,324.12,201.70,"1,371.70","1,573.40",110.13,181.50,"1,281.77"
,MIMAROPA Region,Occidental Mindoro,Occidental Mindoro,Province,19.74,32.43,52.17,33.06,2.38,87.62,26.76,10.40,0.00,0.99,38.14,125.76,"1,263.02",0.14,33.51,0.00,"1,296.66","1,422.42",268.50,26.36,267.38,2.32,0.00,90.21,386.27,113.64,0.65,769.06,653.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.04,2.04,73.66,0.00,0.00,73.66,9.44,0.00,9.44,17.91,101.01,554.40,439.43,993.83,217.72,13.45,762.66
,MIMAROPA Region,Oriental Mindoro,Oriental Mindoro,Province,34.00,48.58,82.58,8.65,3.82,95.05,9.26,2.93,0.33,13.47,26.00,121.04,"1,382.97",0.00,6.90,0.00,"1,389.87","1,510.91",274.18,65.66,271.71,0.00,0.02,10.78,348.18,102.01,0.00,724.37,786.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.16,17.16,109.65,0.00,0.00,109.65,0.00,0.00,0.00,56.29,165.94,637.76,"1,682.23","2,319.98",352.07,165.82,"1,802.09"
,MIMAROPA Region,Palawan,Palawan,Province,57.88,82.67,140.55,7.32,12.95,160.82,13.46,193.18,57.37,55.71,319.72,480.54,"2,356.42",0.00,0.00,0.00,"2,356.42","2,836.96",366.91,54.02,361.17,2.89,64.73,37.45,520.26,177.75,38.79,"1,103.71","1,733.25",0.00,0.00,0.00,0.00,822.15,0.00,822.15,"1,945.09","2,767.25",737.95,0.00,0.00,737.95,72.82,0.00,72.82,"1,359.55","2,170.32","2,330.17","4,924.89","7,255.06",630.24,534.76,"6,090.07"
,MIMAROPA Region,Romblon,Romblon,Province,7.22,10.17,17.40,3.07,0.72,21.19,2.35,1.47,76.12,0.00,79.94,101.14,715.29,0.00,120.60,0.00,835.88,937.02,167.45,9.42,9.03,0.00,0.00,20.08,38.54,240.42,0.00,446.41,490.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,470.14,470.14,336.58,0.00,0.00,336.58,0.00,0.00,0.00,0.00,336.58,624.17,"1,603.47","2,227.64",186.16,0.00,"2,041.49"
,Region V,Albay,Albay,Province,33.74,42.93,76.67,60.53,4.05,141.25,2.36,198.04,0.00,5.86,206.27,347.52,"1,557.33",0.02,0.00,14.36,"1,571.71","1,919.23",279.84,32.66,236.33,0.00,2.24,97.21,368.44,123.57,30.96,802.82,"1,116.41",0.00,0.00,0.00,0.00,180.61,0.00,180.61,0.00,180.61,341.66,0.00,0.00,341.66,68.94,0.00,68.94,0.00,410.60,886.41,"2,281.33","3,167.74",483.12,0.00,"2,684.61"
,Region V,Camarines Norte,Camarines Norte,Province,9.64,13.77,23.41,23.01,7.31,53.74,0.63,220.09,0.00,4.18,224.91,278.65,"1,012.17",0.00,0.00,0.00,"1,012.17","1,290.82",433.11,26.51,377.63,2.41,0.00,68.68,475.23,157.60,33.63,"1,099.56",191.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,206.59,0.00,0.00,206.59,47.72,0.00,47.72,0.00,254.31,-63.05,330.22,267.18,0.00,0.00,267.18
,Region V,Camarines Sur,Camarines Sur,Province,36.77,47.49,84.25,4.21,6.56,95.03,0.01,428.30,0.00,36.88,465.19,560.21,"2,154.36",0.70,0.00,0.00,"2,155.06","2,715.27",808.98,108.84,621.35,2.22,0.00,181.63,914.05,340.33,66.93,"2,130.29",584.98,0.00,0.00,0.00,0.00,602.29,0.00,602.29,92.49,694.77,136.78,0.00,0.00,136.78,154.93,0.00,154.93,0.00,291.71,988.05,"2,242.43","3,230.48",0.00,0.00,"3,230.48"
,Region V,Catanduanes,Catanduanes,Province,6.60,10.54,17.14,6.11,1.91,25.16,2.62,15.46,91.31,2.39,111.77,136.93,685.48,0.11,3.81,0.00,689.41,826.34,237.19,21.73,109.22,0.00,0.00,4.33,135.28,138.16,4.21,514.83,311.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.44,215.44,187.20,0.00,0.00,187.20,8.79,0.00,8.79,0.00,195.99,330.96,948.87,"1,279.82",154.57,150.45,974.80
,Region V,Masbate,Masbate,Province,27.95,41.86,69.81,0.00,0.24,70.05,7.38,41.58,0.00,0.67,49.63,119.68,"1,375.46",37.41,0.00,0.00,"1,412.88","1,532.55",275.34,15.95,223.57,0.70,1.77,7.23,249.22,80.47,35.22,640.25,892.30,0.96,0.00,0.00,0.96,0.00,0.00,0.00,4.74,5.70,335.33,0.00,0.00,335.33,54.30,0.00,54.30,0.00,389.63,508.37,"1,504.00","2,012.38",185.42,0.00,"1,826.96"
,Region V,Sorsogon,Sorsogon,Province,18.19,25.74,43.93,9.54,5.78,59.25,6.51,384.27,0.00,0.39,391.17,450.42,"1,133.37",0.90,0.00,0.60,"1,134.88","1,585.30",219.34,55.75,508.77,2.47,29.62,57.88,654.49,82.65,6.47,962.95,622.35,0.00,0.00,0.00,0.00,106.65,0.00,106.65,49.64,156.29,84.12,0.00,0.00,84.12,31.61,0.00,31.61,45.27,161.00,617.64,939.19,"1,556.83",289.46,51.03,"1,216.34"
,Region VI,Aklan,Aklan,Province,48.57,65.58,114.15,13.90,22.12,150.17,0.53,6.84,366.85,0.25,374.47,524.64,956.62,0.00,0.00,0.00,956.62,"1,481.26",311.21,31.04,68.79,1.00,0.00,134.72,235.54,260.10,11.25,818.10,663.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.10,0.00,0.00,50.10,29.72,0.00,29.72,0.00,79.81,583.35,"1,247.25","1,830.60",338.69,0.00,"1,491.91"
,Region VI,Antique,Antique,Province,18.40,24.81,43.21,4.04,3.39,50.64,1.48,26.09,0.00,0.17,27.74,78.38,"1,037.83",122.34,0.00,0.00,"1,160.16","1,238.55",269.93,69.08,371.46,1.28,1.16,18.31,461.30,96.57,0.00,827.79,410.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.19,0.00,0.00,2.19,0.00,0.00,0.00,0.00,2.19,408.56,"4,109.65","4,518.21",262.63,179.18,"4,076.41"
,Region VI,Capiz,Capiz,Province,10.90,15.33,26.23,1.35,2.76,30.34,0.00,186.70,7.66,2.67,197.02,227.37,"1,160.21",0.19,0.00,0.00,"1,160.40","1,387.77",333.85,15.50,274.72,0.00,0.00,94.84,385.06,92.83,0.03,811.77,576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,1.74,179.71,0.00,0.00,179.71,0.00,0.00,0.00,0.00,179.71,398.03,"1,077.31","1,475.34",71.76,30.71,"1,372.87"
,Region VI,Guimaras,Guimaras,Province,10.48,10.04,20.51,0.60,1.07,22.18,0.95,2.50,98.22,0.21,101.88,124.06,545.41,0.04,98.67,0.00,644.11,768.18,191.86,8.13,25.76,0.00,0.00,8.58,42.47,111.26,8.31,353.91,414.27,0.00,0.00,0.00,0.00,15.23,0.00,15.23,0.00,15.23,96.66,0.00,0.00,96.66,13.14,0.00,13.14,2.78,112.58,316.92,764.01,"1,080.92",70.48,0.00,"1,010.45"
,Region VI,Iloilo,Iloilo,Province,121.79,174.02,295.81,14.10,41.06,350.97,0.08,85.55,475.58,9.86,571.07,922.04,"2,239.22",0.00,0.00,0.46,"2,239.68","3,161.72",430.41,110.83,288.18,8.91,0.00,62.58,470.50,596.69,0.00,"1,497.60","1,664.12",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.24,0.00,0.00,5.24,0.00,0.00,0.00,0.00,5.24,"1,658.88","6,254.30","7,913.17",423.71,267.30,"7,222.16"
,Region VII,Bohol,Bohol,Province,65.18,95.24,160.42,9.30,12.90,182.62,4.05,185.08,3.62,19.36,212.11,394.73,"1,777.16",0.69,0.00,0.00,"1,777.85","2,172.59",231.07,1.38,144.92,2.23,0.00,9.63,158.16,52.60,0.09,441.92,"1,730.67",0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.27,3.27,4.33,0.00,0.00,4.33,13.51,0.00,13.51,0.00,17.85,"1,716.09","4,064.37","5,780.46",739.05,50.62,"4,990.80"
,Region VII,Cebu,Cebu,Province,338.71,338.57,677.28,96.14,49.06,822.47,118.74,329.65,123.34,90.43,662.16,"1,484.63","3,142.10",1.43,0.00,0.02,"3,143.55","4,628.18",321.75,105.33,533.49,0.00,0.00,170.84,809.67,"2,012.85",0.00,"3,144.27","1,483.91",111.71,0.00,0.00,111.71,0.00,0.00,0.00,387.78,499.49,282.35,0.00,0.00,282.35,0.00,0.00,0.00,"2,516.63","2,798.98",-815.58,"3,134.87","2,319.29",0.00,0.00,"2,319.29"
,Negros Island Region,Negros Occidental,Negros Occidental,Province,54.06,74.08,128.15,36.04,7.36,171.55,7.41,538.48,166.03,21.08,733.00,904.54,"2,911.74",0.17,0.00,0.00,"2,911.91","3,816.45",550.82,107.44,543.52,0.00,0.00,224.57,875.53,169.31,47.62,"1,643.28","2,173.17",1.11,0.00,0.00,1.11,93.22,0.00,93.22,10.87,105.20,113.10,0.00,0.00,113.10,152.96,0.00,152.96,0.00,266.06,"2,012.31","5,953.30","7,965.61",941.85,533.84,"6,489.92"
,Negros Island Region,Negros Oriental,Negros Oriental,Province,24.19,34.59,58.79,1.90,6.85,67.54,2.13,276.87,0.00,53.76,332.77,400.30,"1,855.88",0.33,0.00,0.00,"1,856.21","2,256.51",347.12,17.40,333.45,0.00,0.00,99.20,450.04,91.81,26.27,915.25,"1,341.26",0.00,0.00,0.00,0.00,677.86,0.00,677.86,137.43,815.29,9.13,0.00,0.00,9.13,13.39,0.00,13.39,555.46,577.98,"1,578.57","5,575.43","7,154.00",407.24,300.12,"6,446.65"
,Negros Island Region,Siquijor,Siquijor,Province,5.54,8.02,13.57,0.76,1.01,15.34,0.18,49.26,0.00,2.58,52.01,67.35,461.75,0.00,0.00,0.01,461.76,529.11,105.96,8.69,163.44,0.00,0.00,10.73,182.86,43.49,11.17,343.48,185.63,0.00,0.00,0.00,0.00,28.94,0.00,28.94,17.51,46.46,29.48,0.00,0.00,29.48,23.38,0.00,23.38,37.25,90.12,141.96,996.54,"1,138.51",29.70,128.19,980.61
